LabCellLineID	GDSC_Cell.line.name	mut_high	mut_high_mod	mut_trns	mut_rnrs	mut_atp6s	mut_atp8s	mut_cox1s	mut_cox2s	mut_cox3s	mut_cytbs	mut_nd1s	mut_nd2s	mut_nd3s	mut_nd4s	mut_nd4Ls	mut_nd5s	mut_nd6s	mut_atp6_atp8s	mut_cox1_2_3s	mut_ndxs	mut_chrs
1224	HEC-1	0.083333333	1	0.047619048	0.6	0.1	0.173913043	0.22	0.166666667	0.117647059	0.035087719	1	0.076923077	0.21875	0.111111111	0.1	0.083333333	0.035714286	0.173913043	0.22	1	0.333333333
1229	HMV-II	0.117647059	1	0.769230769	0.5	0	0	0.242424242	0.111111111	0	0.048780488	0.192307692	0	0.176470588	1	0	0.068965517	0	0	0.242424242	1	0.043478261
1230	HN	0.068965517	0.357142857	0.076923077	0.622222222	0	0.193548387	0.310606061	0	0.068965517	0.176470588	0.238095238	0.357142857	0.271428571	0.0625	0	0.052631579	0.068965517	0.193548387	0.310606061	0.357142857	0.030769231
1231	HO-1-N-1	0	0.153846154	0	0	0	0	0	0	0	0.142857143	0	0	0	0.153846154	0	0	0	0	0	0.153846154	0
1232	HO-1-u-1	0.272727273	0.529411765	0	0.653846154	0.086956522	0	0.529411765	0.153846154	0.272727273	0.055555556	0.24	0	0.277777778	0.111111111	0	0.06122449	0.057142857	0.086956522	0.529411765	0.277777778	0
1234	Hs-445	0	0.222222222	0	0	0	0	0.222222222	0	0	0	0	0	0	0	0	0.153846154	0	0	0.222222222	0.153846154	0
1238	HSC-39	0	0.404761905	0.952380952	0.523809524	0	0	0.265822785	0	0	0	0.1	0	0.404761905	0	0	0.068965517	0.210526316	0	0.265822785	0.404761905	1
1239	HT-3	0.111111111	1	0.133333333	0.85	0.058823529	0	0.214285714	0	0	0	1	0.166666667	0.307692308	0.111111111	0	0.12	0.111111111	0.058823529	0.214285714	1	0.111111111
1240	HTC-C3	0	0.988095238	0.117647059	0.52173913	0	0	0.904761905	0.149253731	0	0.117647059	0.988095238	0.1	0.227272727	0.117647059	0.095238095	0.065217391	0.153846154	0	0.904761905	0.988095238	0.230769231
1243	HuO9	0	0.315789474	0	0.153846154	0	0	0.153846154	0	0.071428571	0.117647059	0	0	0.315789474	0.181818182	0	0	0.083333333	0	0.153846154	0.315789474	0
1244	IHH-4	0.038461538	0.253968254	0	0.679245283	0	0	0.211382114	0	0	0	0.12371134	0.253968254	0.25	0	0	0.036363636	0.043478261	0	0.211382114	0.253968254	0.074074074
1246	IMR-5	0	0.333333333	0	0	0	0.230769231	0.333333333	0	0	0	0	0	0	0	0	0.153846154	0	0.230769231	0.333333333	0.153846154	0
1247	IST-MEL1	0	0.277777778	0	0.545454545	0	0	0.25	0	0	0	0.25	0	0.277777778	0	0	0.153846154	0	0	0.25	0.277777778	0
1248	IST-SL1	0	0.375	0	1	0	0	0.148148148	0	0	0	0.285714286	0.1875	0.375	0	0	0	0	0	0.148148148	0.375	0
1249	IST-SL2	0.142857143	0.361111111	0	0.764705882	0	0.2	0.315789474	0	0	0.166666667	0.176470588	0	0.361111111	0.086956522	0	0.142857143	0	0.2	0.315789474	0.361111111	0.272727273
1250	JAR	0.176470588	0.5	0.095238095	0.5	0	0.176470588	0.196078431	0	0.0625	0.032258065	0.276595745	0	0.5	0.047619048	0	0.032786885	0	0.176470588	0.196078431	0.5	0.076923077
1251	JEG-3	0	0.526315789	0	0	0	0	0.526315789	0	0	0	0	0	0	0	0	0	0	0	0.526315789	0	1
1252	JHOS-3	0	0.272727273	0	0.166666667	0	0	0.230769231	0.166666667	0	0.095238095	0	0.117647059	0	0.272727273	0	0.125	0	0	0.230769231	0.272727273	0
1255	JHU-029	0	0.3125	0	0.055555556	0	0	0.224489796	0	0	0.086956522	0.173913043	0	0.3125	0.1	0	0.1	0	0	0.224489796	0.3125	1
1256	JiyoyeP-2003	0	0.3125	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0
1259	K2	0	0.230769231	0	0.888888889	0	0	0.21875	0	0	0	0.171428571	0	0.230769231	0.111111111	0	0.142857143	0	0	0.21875	0.230769231	0.125
1260	K5	0.662921348	1	0.111111111	0.636363636	0.125	0.166666667	0.28	0.181818182	0.117647059	0.052631579	0.662921348	0	0.254901961	1	0	0.086956522	0.095238095	0.166666667	0.28	1	0.040816327
1263	KARPAS-45	0	0.333333333	0	1	0	0	0	0	0	0	0	0	0	0	0	0.153846154	0.333333333	0	0	0.333333333	0
1264	KGN	0.166666667	0.318181818	0	0.125	0	0	0.318181818	0	0	0.153846154	0	0	0	0	0	0	0.166666667	0	0.318181818	0.166666667	0.181818182
1265	KINGS-1	0	0.990825688	0	0.517241379	0.058823529	0	0.217948718	0	0	0.990825688	0.160714286	0	0.275862069	0.057142857	0.068965517	0.040816327	0.043478261	0.058823529	0.217948718	0.275862069	0.05
1268	KMOE-2	0.777777778	1	0	0.151515152	0	0	0.236842105	0.153846154	0	1	0.153846154	0	0	0.166666667	0	0.777777778	0	0	0.236842105	0.777777778	0.947368421
1270	KON	0.095238095	0.367924528	0.111111111	0.552631579	0	0	0.367924528	0	0.055555556	0	0.181818182	0.045454545	0.309090909	0.15	0	0	0	0	0.367924528	0.309090909	0.090909091
1272	KP-N-YS	0	0.28125	0	1	0	0	0.28125	0	0	0.083333333	0.117647059	0	0	0.153846154	0	0	0	0	0.28125	0.153846154	0
1273	KY821	0.04	0.25	0.166666667	0.434782609	0.105263158	0	0.232142857	0	0.071428571	0.135135135	0.208333333	0.25	0.164705882	0.0625	0	0.042553191	0	0.105263158	0.232142857	0.25	1
1274	KYAE-1	0.075	0.881889764	0.98245614	0.477272727	0.078125	0	0.184615385	0.086956522	0	0.060606061	0.126436782	0.105263158	0.179487179	0	0	0.881889764	0	0.078125	0.184615385	0.881889764	0.910569106
1275	KYSE-220	0.05	0.268656716	1	0.547619048	0	0.133333333	0.268656716	0	0.088	0.052631579	0.2	0.260869565	0.260416667	0.064516129	0.052631579	0.117647059	0.060606061	0.133333333	0.268656716	0.260869565	1
1276	KYSE-50	0	0.365079365	0.181818182	0.59375	0	0	0.365079365	0	0	0.117647059	0.125	0	0.285714286	0.133333333	0	0.105263158	0.117647059	0	0.365079365	0.285714286	0.105263158
1277	LAN-6	0	1	0	0.181818182	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.090909091
1279	LB2241-RCC	0	0.466666667	0	0.166666667	0	0.2	0.25	0	0	0.133333333	0	0	0.466666667	0	0	0.117647059	0	0.2	0.25	0.466666667	0
1280	LB2518-MEL	0	0.871794872	0	0.6	0	0	0.852941176	0	0	0.428571429	0	0	0	0.181818182	0	0.133333333	0.871794872	0	0.852941176	0.871794872	0
1281	LB373-MEL-D	0.068965517	0.97826087	0	0.625	0.97826087	0	0.367647059	0	0	0.068965517	0.1	0	0.178571429	0.133333333	0	0.117647059	0.083333333	0.97826087	0.367647059	0.178571429	0.8875
1282	LB647-SCLC	0.181818182	0.44	0	0.888888889	0	0	0.322033898	0	0.181818182	0.111111111	0.176470588	0	0.44	0	0	0.166666667	0.181818182	0	0.322033898	0.44	0.9375
1283	LB771-HNC	0	0.363636364	0	0	0.25	0	0.363636364	0	0	0	0	0	0	0	0	0.181818182	0	0.25	0.363636364	0.181818182	0
1284	LB831-BLC	0.620689655	0.620689655	0.068965517	0.568421053	0.095238095	0	0.28	0.176470588	0.2	0.076923077	0.183673469	0.266666667	0.213872832	0.052631579	0.620689655	0.492063492	0.086956522	0.095238095	0.28	0.492063492	0.065217391
1285	LB996-RCC	0	0.387096774	0	0.564102564	0.181818182	0.076923077	0.328467153	0.133333333	0	0.095238095	0.295774648	0.074074074	0.387096774	0	0	0.111111111	0	0.181818182	0.328467153	0.387096774	0.142857143
1287	LC-2-ad	0.060606061	0.263888889	0.074074074	0.461538462	0.052631579	0.060606061	0.229885057	0	0	0	0.085714286	0.08	0.263888889	0	0	0.04	0	0.060606061	0.229885057	0.263888889	0.057142857
1288	LC4-1	0.1	1	1	0.384615385	0	0	0.326923077	0	0.15	1	0.125	0	0.32	0.129032258	0	0.064516129	0	0	0.326923077	0.32	0.090909091
1290	LN-405	0.090909091	0.333333333	0	0.72972973	0	0.095238095	0.28125	0.153846154	0	0	0.08	0.333333333	0.271604938	0.090909091	0	0.085714286	0	0.095238095	0.28125	0.333333333	0
1291	LNZTA3WT4	0	0.5	0.111111111	0.769230769	0	0	0.391304348	0	0	0	0.086956522	0	0.5	0	0	0.111111111	0	0	0.391304348	0.5	0
1293	LU-134-A	0	0.952380952	0.454545455	0	0	0	0.296296296	0	0	0.166666667	0.952380952	0	0.333333333	0.181818182	0	0	0	0	0.296296296	0.952380952	0
1294	LU-135	0	0.236842105	1	1	0	0	0.08	0.076923077	0	0.105263158	0.142857143	0	0.236842105	0	0	0	0.088888889	0	0.08	0.236842105	0
1295	LU-139	0.058823529	1	0	0.789473684	0.153846154	0.363636364	0.191489362	0.133333333	0.076923077	0.111111111	1	0.090909091	0.181818182	0.181818182	0	0.105263158	0	0.363636364	0.191489362	1	0.096774194
1296	LU-165	0	1	0	1	0	0	0.095238095	0	0	0	0.153846154	1	0	0	0	0	0	0	0.095238095	1	0.363636364
1298	M14	0	1	0	0.5	0	0	0.348837209	0	0	0	0.142857143	0.166666667	0.294117647	1	0	0.117647059	0	0	0.348837209	1	0
1300	MC-1010	0.1	1	0	0.833333333	0	0.1	1	0.057142857	0	0.125	0.105263158	0	0.285714286	0.107142857	0	0	0.066666667	0.1	1	0.285714286	0.083333333
1301	MCC13	0.037735849	0.298507463	0.023809524	0.64516129	0.068965517	0	0.298507463	0.02739726	0	0.123076923	0.135135135	0.023255814	0.189189189	0.037735849	0	0.057142857	0.029850746	0.068965517	0.298507463	0.189189189	0
1302	MCC26	0.064516129	0.222222222	0.083333333	0.592592593	0	0	0.222222222	0.083333333	0	0.048780488	0.178571429	0.064516129	0.164556962	0.057142857	0.05	0.096153846	0.095238095	0	0.222222222	0.178571429	0.045454545
1303	MC-CAR	0	0.222222222	0.153846154	0.463414634	0.176470588	0	0.222222222	0.19047619	0.136363636	0.055555556	0.179487179	0	0.219512195	0.178571429	0	0.0625	0	0.176470588	0.222222222	0.219512195	0.096153846
1304	MC-IXC	0	0.176470588	0.153846154	0.64	0	0	0.176470588	0	0	0	0.153846154	0.090909091	0	0	0	0	0	0	0.176470588	0.153846154	0
1306	ME-180	0.111111111	0.434782609	0	0.666666667	0.428571429	0	0.25	0	0.111111111	0.066666667	0.153846154	0.111111111	0.434782609	0	0	0.297297297	0	0.428571429	0.25	0.434782609	0.052631579
1310	MFH-ino	0	0.368421053	0	0.866666667	0	0.083333333	0.25	0	0.052631579	0.111111111	0.222222222	0	0.368421053	0	0	0.130434783	0.086956522	0.083333333	0.25	0.368421053	0.093023256
1311	MFM-223	0.615384615	0.833333333	0.734513274	0.632258065	0	0.027027027	0.833333333	0.615384615	0.023809524	0.025423729	0.103448276	0.166666667	0.173469388	0.044444444	0	0.034883721	0.043478261	0.027027027	0.833333333	0.173469388	0.032786885
1315	MKN28	0	1	0.086956522	0.060606061	0	0.238095238	0.6	0	0.103448276	0.090909091	0.0625	0	0	0.230769231	0.090909091	1	0	0.238095238	0.6	1	0.19047619
1317	MLMA	0	0.290909091	0	0.384615385	0	0	0.290909091	0	0.0625	0	0.151515152	0.157894737	0.282051282	0.105263158	0	0.08	0	0	0.290909091	0.282051282	0.090909091
1319	MN-60	0.166666667	1	0	1	0	0	0.169014085	0	1	0.166666667	0.170212766	0.916666667	0.295454545	0.111111111	0.095238095	0.125	0	0	1	0.916666667	1
1320	MOG-G-UVW	0.05	0.246153846	0	0.5625	0.078125	0.117647059	0.235294118	0	0.044444444	0.050847458	0.121212121	0	0.246153846	0	0	0.05	0	0.117647059	0.235294118	0.246153846	0.060606061
1321	MOLT-4	0	1	0	0	1	0.181818182	0.233333333	0.071428571	0.117647059	0.105263158	0	0	0	0	0	1	0	1	0.233333333	1	0
1322	Mo-T	0.230769231	0.329896907	0	0.617647059	0	0.090909091	0.329896907	0	0.086956522	0.068965517	0.213114754	0	0.208955224	0.051282051	0	0.064102564	0	0.090909091	0.329896907	0.213114754	0.061538462
1324	MRK-nu-1	0	0.428571429	0	0.181818182	0	0.428571429	0	0	0.090909091	0.086956522	0.142857143	0.181818182	0.25	0.238095238	0	0.235294118	0	0.428571429	0.090909091	0.25	0
1325	MS-1	0.58677686	0.58677686	0.0625	0.551724138	0	0.111111111	0.246835443	0	0.048780488	0	0.212389381	0.036363636	0.263636364	0.031746032	0	0.58677686	0	0.111111111	0.246835443	0.58677686	1
1326	MS751	0.366666667	0.366666667	0.111111111	1	0	0.1	0.363636364	0	0	0.04	0.366666667	0.130434783	0.315789474	0	0	0	0	0.1	0.363636364	0.366666667	0
1328	MZ1-PC	0.142857143	0.363636364	0	0	0	0	0	0	0.181818182	0.145833333	0.363636364	0.142857143	0.285714286	0	0	0.1	0	0	0.181818182	0.363636364	0
1329	MZ2-MEL	0.181818182	0.985714286	0.921052632	0.588235294	0	0	0.219178082	0	0.095238095	0.985714286	0.068965517	0	0.236363636	0	0	0.181818182	0.09375	0	0.219178082	0.236363636	0.929824561
1330	MZ7-mel	0.133333333	1	0.488372093	0.608695652	0	0	0.28125	0	1	0.076923077	0.178571429	0.1	0.372093023	0.133333333	0	0.148148148	0	0	1	0.372093023	0.117647059
1332	NB12	0.083333333	1	0	0.181818182	0	0	1	0	0.133333333	0.064516129	0.083333333	0	0.181818182	0.125	0	0.068965517	0.083333333	0	1	0.181818182	0
1336	NB5	0.090909091	0.291666667	0	0.363636364	0	0	0.291666667	0	0	0	0.153846154	0	0.181818182	0.090909091	0	0.071428571	0	0	0.291666667	0.181818182	0
1337	NB6	0.1	0.25	0	0	0.076923077	0	0.25	0	0	0	0.153846154	0.181818182	0	0	0	0	0.1	0.076923077	0.25	0.181818182	0.117647059
1338	NB69	0.095238095	0.25	0.133333333	0.45	0	0	0.21875	0	0	0.117647059	0	0	0.25	0.090909091	0	0	0	0	0.21875	0.25	1
1339	NB7	0.045454545	0.338028169	0	0.761904762	0	0	0.338028169	0	0.153846154	0.117647059	0.307692308	0.083333333	0.166666667	0	0	0.090909091	0	0	0.338028169	0.307692308	0.074074074
1340	NBsusSR	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0.071428571	0	0	0.28	1
1342	NCC010	0	0.32	0	0.545454545	0	0	0.24137931	0	0	0	0.066666667	0	0.32	0.181818182	0	0.105263158	0	0	0.24137931	0.32	0.117647059
1343	NCC021	0.117647059	0.351351351	0	0.133333333	0.153846154	0.090909091	0.230769231	0	0	0.1	0.192307692	0	0.351351351	0.222222222	0	0.133333333	0.064516129	0.153846154	0.230769231	0.351351351	0.153846154
1344	NCCIT	0.088888889	0.375	0	0.470588235	0	0	0.196721311	0	0.135135135	0.2	0.375	0	0.214285714	0.060606061	0	0.088888889	0	0	0.196721311	0.375	0.066666667
1345	NCI-H128	0	0.235294118	0	0.5	0	0	0.230769231	0	0	0.16	0	0	0.235294118	0	0	0	0	0	0.230769231	0.235294118	1
1346	NCI-H1304	0	0.24137931	0	0.064516129	0	0	0.166666667	0	0	0	0.066666667	0	0.24137931	0	0	0.066666667	0	0	0.166666667	0.24137931	0.0625
1348	NCI-H1688	0	1	0	1	0.125	0.2	0.315789474	1	0	0	0.169491525	0	0.236842105	0	0	0.111111111	0	0.2	1	0.236842105	1
1349	NCI-H1770	0.642857143	0.642857143	0	0	0	0	0	0	0	0	0.142857143	0	0	0.111111111	0	0.642857143	0.074074074	0	0	0.642857143	0
1350	NCI-H187	0	0.272727273	0	0.416666667	0	0	0.222222222	0	0	0	0.272727273	0	0	0	0	0.166666667	0	0	0.222222222	0.272727273	0
1351	NCI-H1993	0.115879828	0.26	0.111111111	0.541176471	0.082051282	0	0.246073298	0	0.228346457	0.023569024	0.16	0	0.051470588	0.26	0	0.118210863	0	0.082051282	0.246073298	0.26	1
1352	NCI-H2135	0	0.980769231	0	0	0	0.166666667	0.206185567	0	0.068965517	0.277777778	0.204081633	0.980769231	0.208333333	0.1	0	0.086956522	0.060606061	0.166666667	0.206185567	0.980769231	0.953488372
1367	NCI-H345	0.142857143	0.5625	0	0	0	0	0.5625	0	0	0	0	0	0	0	0	0.142857143	0	0	0.5625	0.142857143	0
1368	NCI-H378	0.181818182	1	0	0.2	0	0	0.4	0	0.208333333	1	0.238095238	0	0.181818182	0.290322581	0	0.120481928	0	0	0.4	0.290322581	0.3
1371	NCI-H64	0.538461538	0.568627451	0.125	0	0.166666667	0	0.538461538	0	0	0.568627451	0.5	0	0.352941176	0.12	0	0.064516129	0	0.166666667	0.538461538	0.5	0
1372	NCI-H720	0	1	0.47826087	0.727272727	0	0	0.243902439	0	0	0	0.25	1	0	0	0	0.129032258	0	0	0.243902439	1	0
1373	NCI-H740	0	0.461538462	0	0	0	0	0	0	0	0.071428571	0.333333333	0	0.461538462	0.166666667	0	0	0	0	0	0.461538462	0
1374	NCI-H748	0.727272727	0.727272727	0.153846154	0	0	0	0	0	0	0	0.090909091	0	0.375	0.727272727	0	0.111111111	0	0	0	0.727272727	0.181818182
1376	NCI-H847	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
1378	NH-12	0	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.181818182
1380	NKM-1	0.066666667	1	0	0.181818182	0	0	0.352941176	1	0	0.08	0.125	0	0	0	0	0.085714286	0.076923077	0	1	0.125	0.117647059
1381	no-10	0.153846154	0.323076923	0	0.428571429	0.176470588	0	0.276190476	0	0.153846154	0.181818182	0.227272727	0.136363636	0.323076923	0.133333333	0	0.086956522	0	0.176470588	0.276190476	0.323076923	0.101449275
1382	no-11	0.0625	0.785714286	0.074074074	0.5625	0	0.0625	0.259259259	0	0.785714286	0.088888889	0.213114754	0.040816327	0.264705882	0.166666667	0	0.20754717	0	0.0625	0.785714286	0.264705882	1
1383	NOS-1	0	1	0	0	0	1	0.142857143	0	0	0	0	0	0	0.090909091	0	0	0	1	0.142857143	0.090909091	0
1385	NY	0.068965517	0.303370787	0.105263158	0.487804878	0	0.076923077	0.272727273	0	0.038461538	0.1	0.2	0.071428571	0.23255814	0.303370787	0	0.065217391	0	0.076923077	0.272727273	0.303370787	0
1386	OACM5-1	0.764705882	0.764705882	0	0	0	0	0.384615385	0	0	0	0.133333333	0	0	0	0	0.764705882	0	0	0.384615385	0.764705882	0
1387	OACp4C	0	0.28	0	0	0	0	0.28	0	0	0.055555556	0.272727273	0	0	0	0	0.181818182	0.2	0	0.28	0.272727273	0.294117647
1388	OCI-LY7	0	0.315789474	0	0	0	0	0.285714286	0	0	0	0.181818182	0	0.315789474	0	0	0	0	0	0.285714286	0.315789474	0
1389	OCUB-M	0	0.866666667	0.203703704	0.64516129	0	0	0.866666667	0.111111111	0.2	0.057142857	0.136363636	0.073170732	0.344827586	0	0	0.086956522	0	0	0.866666667	0.344827586	0.1
1390	OMC-1	0.181818182	0.330882353	1	0.644067797	0.08	0.105263158	0.234939759	0.029850746	0.181818182	0.063829787	0.177777778	0	0.330882353	0.045454545	0	0.046511628	0.064516129	0.105263158	0.234939759	0.330882353	1
1392	OSC-19	0	0.307692308	0	0	0	0	0.235294118	0	0	0.142857143	0.142857143	0	0.307692308	0.133333333	0	0.117647059	0	0	0.235294118	0.307692308	0.14
1393	OSC-20	0.382978723	0.590909091	1	0.678571429	0	0	0.3	0.222222222	0	0.382978723	0.590909091	0.357142857	0.438596491	0.076923077	0.111111111	0.08	0.133333333	0	0.3	0.590909091	0.947368421
1395	OV-17R	0	1	0	0.666666667	0	0	1	0	0	0.055555556	0.233333333	0.142857143	0.390243902	0.045454545	0	0.351851852	0	0	1	0.390243902	0.055555556
1396	OVCA420	0.137931034	0.5	0	0.181818182	0	0.266666667	0.288135593	0	0	0	0.162162162	0	0.5	0	0	0.137931034	0	0.266666667	0.288135593	0.5	0
1397	OVCA433	0	0.380952381	0	1	0	0	0.21875	0	0	0.105263158	0	0	0.380952381	0.076923077	0	0.153846154	0.142857143	0	0.21875	0.380952381	0.166666667
1398	OVCAR-5	0.055555556	0.818181818	1	0.125	0.238095238	0	0.186046512	0.04	0.2	0.028985507	0.195121951	0.818181818	0	0.105263158	0	0	0	0.238095238	0.2	0.818181818	0.136363636
1399	OVMIU	0	0.36	0	0.571428571	0.105263158	0	0.36	0.142857143	0.045454545	0	0	0.037037037	0.240506329	0.039215686	0	0.174311927	0.057142857	0.105263158	0.36	0.240506329	0.994186047
1400	P30-OHK	0	0.714285714	0	0	0.714285714	0	0.208333333	0	0	0.166666667	0.157894737	0	0.388888889	0.125	0	0.333333333	0	0.714285714	0.208333333	0.388888889	0.363636364
1401	P32-ISH	0.125	0.322033898	0	0.458333333	0	0	0.322033898	0	0	0	0	0	0.296296296	0.125	0	0.153846154	0	0	0.322033898	0.296296296	0.2
1402	PA-1	0.107692308	1	0	0.575757576	0.130434783	0	0	0	0.148648649	0.08	0.101694915	1	0.107692308	0.2	0	0.135416667	0.016528926	0.130434783	0.148648649	1	0.98989899
1404	PCI-15A	0.125	0.469387755	0.1	0.650793651	0.103448276	0.105263158	0.469387755	0.266666667	0.1	0.181818182	0.116666667	0.041666667	0.183098592	0.090909091	0	0.097560976	0.095238095	0.105263158	0.469387755	0.183098592	0.088235294
1405	PCI-30	0.119047619	1	0.111111111	0.105263158	0	0	0.416666667	1	0	0.090909091	0	0	0.228571429	0.105263158	0	0.977777778	0.066666667	0	1	0.977777778	0.1
1406	PCI-38	0.294871795	0.37	0	0.6	0	0.090909091	0.171875	0.068965517	0	0.083333333	0.185185185	0	0.25	0.217391304	0	0.37	0	0.090909091	0.171875	0.37	0.111111111
1407	PCI-4B	0.068965517	0.375	0.114754098	0.627906977	0	0.068965517	0.25862069	0	0.107142857	0	0.253731343	0.103448276	0.375	0.095238095	0.086956522	0.094339623	0	0.068965517	0.25862069	0.375	0.068965517
1408	PCI-6A	0.125	0.316666667	0.385714286	1	0	0.2	0.295454545	0	0.11627907	0.066666667	0.258064516	0	0.316666667	0.086956522	0	0	0	0.2	0.295454545	0.316666667	0.068965517
1410	PEO1	0	0.428571429	0	0.153846154	0	0	0.129032258	0	0	0.133333333	0.142857143	0	0.428571429	0	0	0.12	0	0	0.129032258	0.428571429	0
1412	PFSK-1	0.051282051	0.4	0.105263158	0.727272727	0	0	0.225	0.08	0.4	0.115384615	0.21875	0	0	0.347826087	0	0.1	0	0	0.4	0.347826087	0.148148148
1413	PL18	0.166666667	0.315789474	0.133333333	0.411764706	0	0	0.315789474	0	0.214285714	0.105263158	0	0.166666667	0.272727273	0.1	0	0.111111111	0.111111111	0	0.315789474	0.272727273	0.1
1416	QIMR-WIL	0.111111111	0.71875	0	0.266666667	0	0	0.6875	0	0	0.71875	0	0	0.25	0.125	0	0.111111111	0	0	0.6875	0.25	0
1417	Ramos-2G6-4C10	0	0.379310345	0.0625	0	0	0.1	0.379310345	0	0	0	0.166666667	0	0.25	0.111111111	0	0	0	0.1	0.379310345	0.25	0.181818182
1419	RCC-AB	0.690265487	0.690265487	0.727272727	0.5	0	0	0.18627451	0	0.142857143	0.125	0.142857143	0.058823529	0.1875	0.133333333	0	0.690265487	0	0	0.18627451	0.690265487	0.222222222
1420	RCC-ER	0.136363636	0.823529412	0.142857143	0.5	0	0.166666667	0.213114754	0	0	0.089285714	0.823529412	0.5	0.262295082	0.069767442	0	0.081632653	0	0.166666667	0.213114754	0.823529412	0
1421	RCC-FG2	0.08	1	0.176470588	0.957446809	1	0	0.337662338	0	0	0.08	0.266666667	0	0.325	0.125	0	0.095238095	0	1	0.337662338	0.325	0.914893617
1422	RCC-JF	0.033898305	0.34	0.071428571	0.571428571	0	0.142857143	0.138888889	0	0.04	0.03125	0.113924051	0	0.34	0.033898305	0.055555556	0.05	0	0.142857143	0.138888889	0.34	0.026315789
1423	RCC-JW	0	0.245614035	0.1	0.47826087	0	0	0.170212766	0	0.095238095	0.111111111	0.178571429	0	0.245614035	0.105263158	0	0.111111111	0	0	0.170212766	0.245614035	0
1424	RCC-MF	0.15	0.204545455	0.25	0.153846154	0	0	0.168831169	0.117647059	0	0	0.153846154	0	0.204545455	0	0.166666667	0.181818182	0	0	0.168831169	0.204545455	0.076923077
1426	RERF-LC-FM	0.057142857	0.506849315	0	0.636363636	0	0	0.354545455	0	0	0	0.506849315	0.153846154	0.277777778	0.057142857	0	0.046511628	0	0	0.354545455	0.506849315	0.111111111
1427	RF-48	0.105263158	0.310344828	0	0.772727273	0	0.086956522	0.270833333	0	0.08	0.048780488	0.310344828	0.125	0.257575758	0.105263158	0	0.072916667	0	0.086956522	0.270833333	0.310344828	0
1428	RH-1	0	0.260869565	0	0	0	0.166666667	0.260869565	0	0	0	0	0	0	0	0	0.125	0.095238095	0.166666667	0.260869565	0.125	0.133333333
1429	RO82-W-1	0.333333333	0.395833333	0.166666667	0.454545455	0	0.333333333	0.246376812	0	0	0.052631579	0.181818182	0	0.395833333	0.318181818	0	0.075471698	0	0.333333333	0.246376812	0.395833333	0.083333333
1430	ROS-50	0	0.181818182	0	0	0	0	0.181818182	0	0	0.117647059	0	0	0	0.153846154	0	0	0	0	0.181818182	0.153846154	0.166666667
1432	RPMI-6666	0	0.324786325	0	0.615384615	0	0	0.324786325	0	0	0.1875	0.238095238	0	0.265625	0	0.057142857	0.034482759	0	0	0.324786325	0.265625	0.030769231
1433	RPMI-8866	0	1	0	0.454545455	0	0	0.363636364	0	0.076923077	0	0.315789474	1	0.294117647	0	0	0.125	0	0	0.363636364	1	0.088235294
1435	RXF393	0.066666667	0.318181818	0	0.153846154	0	0	0.318181818	0	0	0.117647059	0.153846154	0.133333333	0.2	0.105263158	0.117647059	0.166666667	0.181818182	0	0.318181818	0.2	0.125
1436	Sarc9371	0.125	0.951807229	0.238095238	0.466666667	0.125	0	0.227848101	0.1875	0.083333333	0.076923077	0.191489362	0.181818182	0.205882353	0.951807229	0.066666667	0.108108108	0.214285714	0.125	0.227848101	0.951807229	0.161290323
1437	SAS	0.117647059	0.333333333	0.086956522	0.105263158	0	0.117647059	0.244897959	0.125	0.210526316	0.095238095	0.107142857	0.083333333	0.333333333	0.142857143	0	0.1	0	0.117647059	0.244897959	0.333333333	0.153846154
1438	SAT	0.105263158	1	0.088235294	0.5	0	0	1	0	0	0.054054054	0.15	0.115384615	0.236842105	0.674418605	0	0.076923077	0.076923077	0	1	0.674418605	0.096774194
1439	SBC-1	0.25	0.32	0	0.8	0.25	0	0.307692308	0	0	0.033898305	0.093023256	0.32	0.311111111	0	0	0.088235294	0	0.25	0.307692308	0.32	1
1440	SBC-3	0	0.166666667	1	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0.166666667	0.142857143
1442	SCC-3	0.083333333	0.297297297	1	0.988888889	0.083333333	0.105263158	0.24	0.1	0	0.058823529	0.297297297	0.055555556	0.162162162	0.055555556	0	0.173076923	0.090909091	0.105263158	0.24	0.297297297	0.428571429
1444	SCH	0.1	1	1	0.4	0	0	0.268656716	0	0.043478261	0.043478261	0.142857143	1	0.294117647	0.153846154	0	0.054054054	0	0	0.268656716	1	0.984615385
1447	SISO	0.086021505	0.996226415	0	1	0	0	0.302752294	0.086021505	0.019607843	0.029411765	0.193103448	0.014184397	0.368055556	0.996226415	0	0.053846154	0	0	0.302752294	0.996226415	0.397350993
1448	SKG-IIIa	0.25	0.388888889	0	0.25	0	0	0.2	0	0.153846154	0.0625	0.133333333	0.388888889	0.2	0.103448276	0	0.25	0	0	0.2	0.388888889	1
